"","year","month","site","plot_number","treatment","normalized_par"
"1",2018,4,"1",1,"no ",0.22483660130719
"2",2018,4,"1",2,"full ",0.338588884509263
"3",2018,4,"1",3,"full ",0.166666666666667
"4",2018,4,"1",4,"half ",0.310884353741497
"5",2018,4,"1",5,"half ",0.482198142414861
"6",2018,4,"1",6,"no ",0.217563552327501
"7",2018,4,"1",7,"no ",0.244189852700491
"8",2018,4,"1",8,"half ",0.232748538011696
"9",2018,4,"1",9,"full ",0.450925602514845
"10",2018,4,"1",10,"half ",0.422264875239923
"11",2018,4,"1",11,"no ",0.449269792467333
"12",2018,4,"1",12,"full ",0.471184631803629
"13",2018,4,"1",13,"full ",0.233640552995392
"14",2018,4,"1",14,"no ",0.274364896073903
"15",2018,4,"1",15,"half ",0.316526610644258
"16",2018,4,"1",16,"full ",0.228392081120232
"17",2018,4,"1",17,"half ",0.230507030251385
"18",2018,4,"1",18,"no ",0.489213893967093
"19",2018,4,"2",19,"full ",0.258693045563549
"20",2018,4,"2",20,"no ",0.165927802406586
"21",2018,4,"2",21,"half ",0.26920712968654
"22",2018,4,"2",22,"full ",0.256556825823806
"23",2018,4,"2",23,"half ",0.366273509722665
"24",2018,4,"2",24,"no ",0.477762803234501
"25",2018,4,"2",25,"no ",0.228837209302326
"26",2018,4,"2",26,"half ",0.510094637223975
"27",2018,4,"2",27,"full ",0.467263743051266
"28",2018,4,"2",28,"half ",0.295419612665232
"29",2018,4,"2",29,"no ",0.533734558124802
"30",2018,4,"2",30,"full ",0.623453152622275
"31",2018,4,"2",31,"no ",0.320475731276117
"32",2018,4,"2",32,"half ",0.596728307254623
"33",2018,4,"2",33,"full ",0.20656634746922
"34",2018,4,"2",34,"half ",0.592139175257732
"35",2018,4,"2",35,"full ",0.497045533541884
"36",2018,4,"2",36,"no ",0.119949890385218
"37",2018,9,"1",1,"no ",0.24400518470512
"38",2018,9,"1",2,"full ",0.609578544061303
"39",2018,9,"1",3,"full ",0.516483516483517
"40",2018,9,"1",4,"half ",0.62244532090355
"41",2018,9,"1",5,"half ",0.456769436997319
"42",2018,9,"1",6,"no ",0.329570398243964
"43",2018,9,"1",7,"no ",0.548991354466859
"44",2018,9,"1",8,"half ",0.239229765013055
"45",2018,9,"1",9,"full ",0.711664935964001
"46",2018,9,"1",10,"half ",0.563164108618654
"47",2018,9,"1",11,"no ",0.655653450807636
"48",2018,9,"1",12,"full ",0.565124555160142
"49",2018,9,"1",13,"full ",0.292879019908116
"50",2018,9,"1",14,"no ",0.297250859106529
"51",2018,9,"1",15,"half ",0.479010494752624
"52",2018,9,"1",16,"full ",0.606929510155317
"53",2018,9,"1",17,"half ",0.413889863205893
"54",2018,9,"1",18,"no ",0.401558793629278
"55",2018,9,"2",19,"full ",0.4131861575179
"56",2018,9,"2",20,"no ",0.433568677792041
"57",2018,9,"2",21,"half ",0.513396981829381
"58",2018,9,"2",22,"full ",0.333919774806474
"59",2018,9,"2",23,"half ",0.561771561771562
"60",2018,9,"2",24,"no ",0.575886524822695
"61",2018,9,"2",25,"no ",0.468366383380548
"62",2018,9,"2",26,"half ",0.483053748716193
"63",2018,9,"2",27,"full ",0.449641515875725
"64",2018,9,"2",28,"half ",0.392020265991134
"65",2018,9,"2",29,"no ",0.551286334781156
"66",2018,9,"2",30,"full ",0.806398955272609
"67",2018,9,"2",31,"no ",0.42740564433866
"68",2018,9,"2",32,"half ",0.667963224893918
"69",2018,9,"2",33,"full ",0.289845758354756
"70",2018,9,"2",34,"half ",0.536468984321745
"71",2018,9,"2",35,"full ",0.508102955195424
"72",2018,9,"2",36,"no ",0.347855227882038
"73",2019,1,"1",1,"no ",0.0607361963190184
"74",2019,1,"1",2,"full ",0.24357108199903
"75",2019,1,"1",3,"full ",0.200987654320988
"76",2019,1,"1",4,"half ",0.320100502512563
"77",2019,1,"1",5,"half ",0.0901599612215221
"78",2019,1,"1",6,"no ",0.479460093896714
"79",2019,1,"1",7,"no ",0.123031496062992
"80",2019,1,"1",8,"half ",0.135628952916374
"81",2019,1,"1",9,"full ",0.345712356515868
"82",2019,1,"1",10,"half ",0.0894988066825776
"83",2019,1,"1",11,"no ",0.248508946322068
"84",2019,1,"1",12,"full ",0.123609394313968
"85",2019,1,"1",13,"full ",0.0695900857959962
"86",2019,1,"1",14,"no ",0.220472440944882
"87",2019,1,"1",15,"half ",0.0854139290407359
"88",2019,1,"1",16,"full ",0.0800877674163467
"89",2019,1,"1",17,"half ",0.0896341463414634
"90",2019,1,"1",18,"no ",0.137371552190373
"91",2019,1,"2",19,"full ",0.0245398773006135
"92",2019,1,"2",20,"no ",0.497454881999075
"93",2019,1,"2",21,"half ",0.577655310621243
"94",2019,1,"2",22,"full ",0.0871670702179177
"95",2019,1,"2",23,"half ",0.151883353584447
"96",2019,1,"2",24,"no ",0.108662994491738
"97",2019,1,"2",25,"no ",0.356914650844363
"98",2019,1,"2",26,"half ",0.16004742145821
"99",2019,1,"2",27,"full ",0.0991787744788376
"100",2019,1,"2",28,"half ",0.559677419354839
"101",2019,1,"2",29,"no ",0.346363186541316
"102",2019,1,"2",30,"full ",0.458755426917511
"103",2019,1,"2",31,"no ",0.17632241813602
"104",2019,1,"2",32,"half ",0.270381836945304
"105",2019,1,"2",33,"full ",0.0933465739821251
"106",2019,1,"2",34,"half ",0.39737108190091
"107",2019,1,"2",35,"full ",0.317713697219361
"108",2019,1,"2",36,"no ",0.0652275926794932
"109",2019,3,"1",1,"no ",0.0913185913185913
"110",2019,3,"1",2,"full ",0.589930822444274
"111",2019,3,"1",3,"full ",0.594787575865762
"112",2019,3,"1",4,"half ",0.440108191653787
"113",2019,3,"1",5,"half ",0.36289697908598
"114",2019,3,"1",6,"no ",0.369353410097431
"115",2019,3,"1",7,"no ",0.351351351351351
"116",2019,3,"1",8,"half ",0.398148148148148
"117",2019,3,"1",9,"full ",0.651113913408995
"118",2019,3,"1",10,"half ",0.297479747974797
"119",2019,3,"1",11,"no ",0.671319796954315
"120",2019,3,"1",12,"full ",0.381053525913339
"121",2019,3,"1",13,"full ",0.292694276407631
"122",2019,3,"1",14,"no ",0.34237150951032
"123",2019,3,"1",15,"half ",0.232807215332582
"124",2019,3,"1",16,"full ",0.6120246659815
"125",2019,3,"1",17,"half ",0.164155844155844
"126",2019,3,"1",18,"no ",0.368090452261307
"127",2019,3,"2",19,"full ",0.284409874873182
"128",2019,3,"2",20,"no ",0.288948069241012
"129",2019,3,"2",21,"half ",0.412001340931948
"130",2019,3,"2",22,"full ",0.267565649396735
"131",2019,3,"2",23,"half ",0.606875934230194
"132",2019,3,"2",24,"no ",0.304301075268817
"133",2019,3,"2",25,"no ",0.559000316355584
"134",2019,3,"2",26,"half ",0.507714388231073
"135",2019,3,"2",27,"full ",0.545810493343775
"136",2019,3,"2",28,"half ",0.515394912985274
"137",2019,3,"2",29,"no ",0.56268221574344
"138",2019,3,"2",30,"full ",0.815390045887752
"139",2019,3,"2",31,"no ",0.499094530967041
"140",2019,3,"2",32,"half ",0.783113245298119
"141",2019,3,"2",33,"full ",0.586219879518072
"142",2019,3,"2",34,"half ",0.493501805054152
"143",2019,3,"2",35,"full ",0.531028738025823
"144",2019,3,"2",36,"no ",0.302999318336742
"145",2019,5,"1",1,"no ",0.0435356200527705
"146",2019,5,"1",2,"full ",0.402466731580656
"147",2019,5,"1",3,"full ",0.858486867894943
"148",2019,5,"1",4,"half ",0.308650519031142
"149",2019,5,"1",5,"half ",0.266559485530547
"150",2019,5,"1",6,"no ",0.149702823179792
"151",2019,5,"1",7,"no ",0.279425837320574
"152",2019,5,"1",8,"half ",0.164304864036768
"153",2019,5,"1",9,"full ",0.458100558659218
"154",2019,5,"1",10,"half ",0.337418889689978
"155",2019,5,"1",11,"no ",0.588360539389638
"156",2019,5,"1",12,"full ",0.568015925680159
"157",2019,5,"1",13,"full ",0.428717250765566
"158",2019,5,"1",14,"no ",0.254975978037062
"159",2019,5,"1",15,"half ",0.269605930550137
"160",2019,5,"1",16,"full ",0.666906993511175
"161",2019,5,"1",17,"half ",0.0306772908366534
"162",2019,5,"1",18,"no ",0.442329227323628
"163",2019,5,"2",19,"full ",0.236346215266688
"164",2019,5,"2",20,"no ",0.429455848810688
"165",2019,5,"2",21,"half ",0.152547671147233
"166",2019,5,"2",22,"full ",0.31968992248062
"167",2019,5,"2",23,"half ",0.230769230769231
"168",2019,5,"2",24,"no ",0.0978786751023446
"169",2019,5,"2",25,"no ",0.535417996171027
"170",2019,5,"2",26,"half ",0.615457413249211
"171",2019,5,"2",27,"full ",0.626717032967033
"172",2019,5,"2",28,"half ",0.645569620253165
"173",2019,5,"2",29,"no ",0.419876982842344
"174",2019,5,"2",30,"full ",0.813765182186235
"175",2019,5,"2",31,"no ",0.435391470401018
"176",2019,5,"2",32,"half ",0.73121387283237
"177",2019,5,"2",33,"full ",0.808377308707124
"178",2019,5,"2",34,"half ",0.676636756397474
"179",2019,5,"2",35,"full ",0.44491943439658
"180",2019,5,"2",36,"no ",0.283966516419833
"181",2019,7,"1",1,"no ",0.136147038801906
"182",2019,7,"1",2,"full ",0.478860006263702
"183",2019,7,"1",3,"full ",0.583358732093874
"184",2019,7,"1",4,"half ",0.37292384832341
"185",2019,7,"1",5,"half ",0.150527325023969
"186",2019,7,"1",6,"no ",0.122988156696022
"187",2019,7,"1",7,"no ",0.197232947232947
"188",2019,7,"1",8,"half ",0.364087301587302
"189",2019,7,"1",9,"full ",0.49261744966443
"190",2019,7,"1",10,"half ",0.386312033733377
"191",2019,7,"1",11,"no ",0.563780093424362
"192",2019,7,"1",12,"full ",0.251236399604352
"193",2019,7,"1",13,"full ",0.468674281758394
"194",2019,7,"1",14,"no ",0.197891873512411
"195",2019,7,"1",15,"half ",0.407162726008345
"196",2019,7,"1",16,"full ",0.379780512138344
"197",2019,7,"1",17,"half ",0.0300980723706459
"198",2019,7,"1",18,"no ",0.336779448621554
"199",2019,7,"2",19,"full ",0.197674418604651
"200",2019,7,"2",20,"no ",0.204784130688448
"201",2019,7,"2",21,"half ",0.209162145871007
"202",2019,7,"2",22,"full ",0.803889255108767
"203",2019,7,"2",23,"half ",0.48389175257732
"204",2019,7,"2",24,"no ",0.186774193548387
"205",2019,7,"2",25,"no ",0.214782608695652
"206",2019,7,"2",26,"half ",0.617618895627194
"207",2019,7,"2",27,"full ",0.567450495049505
"208",2019,7,"2",28,"half ",0.388007054673721
"209",2019,7,"2",29,"no ",0.362739049969155
"210",2019,7,"2",30,"full ",0.818484288354898
"211",2019,7,"2",31,"no ",0.511002444987775
"212",2019,7,"2",32,"half ",0.42632552404439
"213",2019,7,"2",33,"full ",0.388385888229785
"214",2019,7,"2",34,"half ",0.762189650014957
"215",2019,7,"2",35,"full ",0.429115128449096
"216",2019,7,"2",36,"no ",0.382752902155887
"217",2019,9,"1",1,"no ",0.240343347639485
"218",2019,9,"1",2,"full ",0.338813151563753
"219",2019,9,"1",3,"full ",0.571784823655148
"220",2019,9,"1",4,"half ",0.368928141308711
"221",2019,9,"1",5,"half ",0.378799392097264
"222",2019,9,"1",6,"no ",0.259735202492212
"223",2019,9,"1",7,"no ",0.310166799046863
"224",2019,9,"1",8,"half ",0.286301933360757
"225",2019,9,"1",9,"full ",0.85340550293189
"226",2019,9,"1",10,"half ",0.228571428571429
"227",2019,9,"1",11,"no ",0.752182952182952
"228",2019,9,"1",12,"full ",0.339118825100134
"229",2019,9,"1",13,"full ",0.381132075471698
"230",2019,9,"1",14,"no ",0.424738517507958
"231",2019,9,"1",15,"half ",0.316234498308906
"232",2019,9,"1",16,"full ",0.504105090311987
"233",2019,9,"1",17,"half ",0.120941558441558
"234",2019,9,"1",18,"no ",0.193663366336634
"235",2019,9,"2",19,"full ",0.24787273399926
"236",2019,9,"2",20,"no ",0.31031976744186
"237",2019,9,"2",21,"half ",0.174763612650799
"238",2019,9,"2",22,"full ",0.61793893129771
"239",2019,9,"2",23,"half ",0.440847784200385
"240",2019,9,"2",24,"no ",0.356292517006803
"241",2019,9,"2",25,"no ",0.595914127423823
"242",2019,9,"2",26,"half ",0.659354304635762
"243",2019,9,"2",27,"full ",0.48347425057648
"244",2019,9,"2",28,"half ",0.500186219739292
"245",2019,9,"2",29,"no ",0.464799115370439
"246",2019,9,"2",30,"full ",0.842882882882883
"247",2019,9,"2",31,"no ",0.513545347467609
"248",2019,9,"2",32,"half ",0.567408651826963
"249",2019,9,"2",33,"full ",0.422080510163412
"250",2019,9,"2",34,"half ",0.471167883211679
"251",2019,9,"2",35,"full ",0.389925373134328
"252",2019,9,"2",36,"no ",0.578908002991773
"253",2019,11,"1",1,"no ",0.148347425057648
"254",2019,11,"1",2,"full ",0.230496453900709
"255",2019,11,"1",3,"full ",0.149560117302053
"256",2019,11,"1",4,"half ",0.143119266055046
"257",2019,11,"1",5,"half ",0.123429416112343
"258",2019,11,"1",6,"no ",0.3918426802622
"259",2019,11,"1",7,"no ",0.22316234796404
"260",2019,11,"1",8,"half ",0.224788298691301
"261",2019,11,"1",9,"full ",0.258478460128323
"262",2019,11,"1",10,"half ",0.140438871473354
"263",2019,11,"1",11,"no ",0.269461077844311
"264",2019,11,"1",12,"full ",0.226640159045726
"265",2019,11,"1",13,"full ",0.093006993006993
"266",2019,11,"1",14,"no ",0.244044160371877
"267",2019,11,"1",15,"half ",0.112452830188679
"268",2019,11,"1",16,"full ",0.0915492957746479
"269",2019,11,"1",17,"half ",0.0847457627118644
"270",2019,11,"1",18,"no ",0.093622001170275
"271",2019,11,"2",19,"full ",0.513483146067416
"272",2019,11,"2",20,"no ",0.474566128067026
"273",2019,11,"2",21,"half ",0.403834979662987
"274",2019,11,"2",22,"full ",0.509528585757272
"275",2019,11,"2",23,"half ",0.233076923076923
"276",2019,11,"2",24,"no ",0.120363361090083
"277",2019,11,"2",25,"no ",0.490948985189249
"278",2019,11,"2",26,"half ",0.296125461254613
"279",2019,11,"2",27,"full ",0.16448326055313
"280",2019,11,"2",28,"half ",0.258333333333333
"281",2019,11,"2",29,"no ",0.325959661678595
"282",2019,11,"2",30,"full ",0.692676249144422
"283",2019,11,"2",31,"no ",0.419852941176471
"284",2019,11,"2",32,"half ",0.685505319148936
"285",2019,11,"2",33,"full ",0.342817487855656
"286",2019,11,"2",34,"half ",0.547271329746349
"287",2019,11,"2",35,"full ",0.284513805522209
"288",2019,11,"2",36,"no ",0.53646477132262
